numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50250356820234047000,5025035-68.2023.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2024-03-06,2025-04-04T20:35:40.716Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50250356820234047000&selOrigem=TRF&chkMostrarBaixados=1
50251749820154047000,5025174-98.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2015-09-16,2021-07-23T10:50:58.000000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50251749820154047000&selOrigem=TRF&chkMostrarBaixados=1
50253158820134047000,5025315-88.2013.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2014-08-21,2021-07-16T04:50:15.319000Z,29,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50253158820134047000&selOrigem=TRF&chkMostrarBaixados=1
50254229820144047000,5025422-98.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-04-01,2021-07-13T19:07:53.754000Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50254229820144047000&selOrigem=TRF&chkMostrarBaixados=1
50256870320144047000,5025687-03.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-12-15,2025-06-15T02:30:46.644Z,163,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50256870320144047000&selOrigem=TRF&chkMostrarBaixados=1
50256922520144047000,5025692-25.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-08-02,2024-09-21T11:21:33.412Z,163,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50256922520144047000&selOrigem=TRF&chkMostrarBaixados=1
50256991720144047000,5025699-17.2014.4.04.7000,417,Apelação Criminal,Vice-Presidência,2021-10-06,2026-02-13T22:46:51.823000Z,205,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50256991720144047000&selOrigem=TRF&chkMostrarBaixados=1
50257034920174047000,5025703-49.2017.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2019-03-14,2024-09-21T21:20:08.546Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50257034920174047000&selOrigem=TRF&chkMostrarBaixados=1
50258234820244047000,5025823-48.2024.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-12-17,2026-01-15T14:56:05.113000Z,8,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50258234820244047000&selOrigem=TRF&chkMostrarBaixados=1
50259090520134047000,5025909-05.2013.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2015-04-13,2021-07-23T23:59:11.101000Z,63,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50259090520134047000&selOrigem=TRF&chkMostrarBaixados=1
50259615920174047000,5025961-59.2017.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2020-07-15,2025-05-13T20:30:29.963Z,105,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50259615920174047000&selOrigem=TRF&chkMostrarBaixados=1
50259936420174047000,5025993-64.2017.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2021-11-03,2025-08-02T22:40:11.959Z,35,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50259936420174047000&selOrigem=TRF&chkMostrarBaixados=1
50260504820184047000,5026050-48.2018.4.04.7000,417,Apelação Criminal,Vice-Presidência,2023-03-06,2026-06-01T17:40:09.287000Z,125,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50260504820184047000&selOrigem=TRF&chkMostrarBaixados=1
50262128220144047000,5026212-82.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-07-09,2024-09-21T21:30:03.892Z,457,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50262128220144047000&selOrigem=TRF&chkMostrarBaixados=1
50262430520144047000,5026243-05.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-04-06,2026-06-01T08:50:13.052000Z,187,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50262430520144047000&selOrigem=TRF&chkMostrarBaixados=1
50263123720144047000,5026312-37.2014.4.04.7000,208,Embargos Infringentes,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-11-07,2022-06-04T22:49:31.920000Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50263123720144047000&selOrigem=TRF&chkMostrarBaixados=1
50263155020184047000,5026315-50.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-04-22,2025-08-02T16:31:10.466Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50263155020184047000&selOrigem=TRF&chkMostrarBaixados=1
50265603220164047000,5026560-32.2016.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2017-03-06,2021-07-21T20:39:46.033000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50265603220164047000&selOrigem=TRF&chkMostrarBaixados=1
50266631020144047000,5026663-10.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,Vice-Presidência,2018-12-03,2024-09-23T07:50:03.938Z,182,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50266631020144047000&selOrigem=TRF&chkMostrarBaixados=1
50267719720184047000,5026771-97.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-10-04,2024-09-22T10:20:12.678Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50267719720184047000&selOrigem=TRF&chkMostrarBaixados=1
50267766620114047000,5026776-66.2011.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2013-10-25,2021-07-10T01:48:53.548000Z,75,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50267766620114047000&selOrigem=TRF&chkMostrarBaixados=1
50269816120124047000,5026981-61.2012.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-11-24,2024-09-21T16:28:46.006Z,29,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50269816120124047000&selOrigem=TRF&chkMostrarBaixados=1
50270697920244047000,5027069-79.2024.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-05-12,2026-07-30T20:28:20.520000Z,12,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50270697920244047000&selOrigem=TRF&chkMostrarBaixados=1
50270926420204047000,5027092-64.2020.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-01-09,2026-09-11T03:51:03.114000Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50270926420204047000&selOrigem=TRF&chkMostrarBaixados=1
50271149320184047000,5027114-93.2018.4.04.7000,417,Apelação Criminal,VicePresidencia,2021-07-22,2026-08-02T08:16:56.204000Z,146,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50271149320184047000&selOrigem=TRF&chkMostrarBaixados=1
50273187420174047000,5027318-74.2017.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2020-12-09,2024-08-30T19:20:55.338Z,81,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50273187420174047000&selOrigem=TRF&chkMostrarBaixados=1
50274223720154047000,5027422-37.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2016-08-15,2025-06-14T18:07:24.619Z,105,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50274223720154047000&selOrigem=TRF&chkMostrarBaixados=1
50274749120194047000,5027474-91.2019.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2020-02-04,2024-09-22T23:30:11.006Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50274749120194047000&selOrigem=TRF&chkMostrarBaixados=1
50274777020244047000,5027477-70.2024.4.04.7000,426,Recurso em Sentido Estrito,GAB. 83 (Des. Federal ANA PAULA DE BORTOLI),2025-02-26,2025-11-14T23:10:02.131Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50274777020244047000&selOrigem=TRF&chkMostrarBaixados=1
50275205120174047000,5027520-51.2017.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-07-24,2024-09-21T14:15:42.476Z,53,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50275205120174047000&selOrigem=TRF&chkMostrarBaixados=1
50276218320204047000,5027621-83.2020.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-07-16,2026-09-10T05:42:25.331000Z,12,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50276218320204047000&selOrigem=TRF&chkMostrarBaixados=1
50276841620174047000,5027684-16.2017.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-10-18,2025-04-24T22:05:08.536Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50276841620174047000&selOrigem=TRF&chkMostrarBaixados=1
50276853520164047000,5027685-35.2016.4.04.7000,421,Embargos Infringentes e de Nulidade,Vice-Presidência,2017-07-27,2025-10-21T01:14:38.764Z,333,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50276853520164047000&selOrigem=TRF&chkMostrarBaixados=1
50277115220244047000,5027711-52.2024.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-02-18,2025-06-20T01:00:04.801Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50277115220244047000&selOrigem=TRF&chkMostrarBaixados=1
50278536620184047000,5027853-66.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-03-14,2025-06-14T01:49:16.798Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50278536620184047000&selOrigem=TRF&chkMostrarBaixados=1
50279723720124047000,5027972-37.2012.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2014-11-28,2025-04-24T19:12:44.812Z,288,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50279723720124047000&selOrigem=TRF&chkMostrarBaixados=1
50282079120184047000,5028207-91.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2021-12-11,2024-09-25T11:10:03.593Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50282079120184047000&selOrigem=TRF&chkMostrarBaixados=1
50284114320154047000,5028411-43.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-02-01,2025-08-02T16:01:55.075Z,62,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50284114320154047000&selOrigem=TRF&chkMostrarBaixados=1
50286089520154047000,5028608-95.2015.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2018-11-13,2026-09-10T13:50:31.195000Z,176,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50286089520154047000&selOrigem=TRF&chkMostrarBaixados=1
50287150320194047000,5028715-03.2019.4.04.7000,417,Apelação Criminal,Vice-Presidência,2022-02-01,2024-11-12T10:00:55.984Z,82,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50287150320194047000&selOrigem=TRF&chkMostrarBaixados=1
50287812220154047000,5028781-22.2015.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-10-28,2021-07-21T15:13:16.005000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50287812220154047000&selOrigem=TRF&chkMostrarBaixados=1
50287904720164047000,5028790-47.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2017-06-22,2021-07-12T08:46:34.480000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50287904720164047000&selOrigem=TRF&chkMostrarBaixados=1
50293918220184047000,5029391-82.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-08-07,2024-09-19T09:30:20.400Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50293918220184047000&selOrigem=TRF&chkMostrarBaixados=1
50295084420164047000,5029508-44.2016.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-10-11,2024-08-12T13:34:01.860000Z,46,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50295084420164047000&selOrigem=TRF&chkMostrarBaixados=1
50295221320254047000,5029522-13.2025.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-08-28,2026-09-13T13:17:49.825000Z,8,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50295221320254047000&selOrigem=TRF&chkMostrarBaixados=1
50296605320204047000,5029660-53.2020.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2021-11-29,2024-09-21T16:31:20.055Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50296605320204047000&selOrigem=TRF&chkMostrarBaixados=1
50297373820154047000,5029737-38.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2017-08-21,2025-04-24T19:13:56.129Z,103,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50297373820154047000&selOrigem=TRF&chkMostrarBaixados=1
50302614020124047000,5030261-40.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-12-16,2021-07-21T02:05:32.540000Z,29,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50302614020124047000&selOrigem=TRF&chkMostrarBaixados=1
50303356020134047000,5030335-60.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-04-04,2021-07-21T15:11:18.964000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50303356020134047000&selOrigem=TRF&chkMostrarBaixados=1
50304247820164047000,5030424-78.2016.4.04.7000,421,Embargos Infringentes e de Nulidade,Vice-Presidência,2017-02-20,2025-09-14T17:21:54.729Z,251,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50304247820164047000&selOrigem=TRF&chkMostrarBaixados=1
50304250520124047000,5030425-05.2012.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2014-01-22,2021-07-23T23:40:02.805000Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50304250520124047000&selOrigem=TRF&chkMostrarBaixados=1
50304657420184047000,5030465-74.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-01-21,2024-09-21T14:06:01.188Z,100,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50304657420184047000&selOrigem=TRF&chkMostrarBaixados=1
50304720320174047000,5030472-03.2017.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2017-12-01,2025-06-15T01:10:35.092Z,62,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50304720320174047000&selOrigem=TRF&chkMostrarBaixados=1
50304856520184047000,5030485-65.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-04-02,2024-09-23T04:20:03.321Z,39,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50304856520184047000&selOrigem=TRF&chkMostrarBaixados=1
50305489520154047000,5030548-95.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2016-11-23,2025-06-15T01:21:19.051Z,76,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50305489520154047000&selOrigem=TRF&chkMostrarBaixados=1
50306404420134047000,5030640-44.2013.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-04-12,2021-07-08T20:58:50.640000Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50306404420134047000&selOrigem=TRF&chkMostrarBaixados=1
50306770820124047000,5030677-08.2012.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2014-12-11,2021-07-23T23:55:24.335000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50306770820124047000&selOrigem=TRF&chkMostrarBaixados=1
50308111520244047000,5030811-15.2024.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-01-19,2026-08-02T15:07:40.158000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50308111520244047000&selOrigem=TRF&chkMostrarBaixados=1
50308155220244047000,5030815-52.2024.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-07-13,2026-08-02T23:31:44.247000Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50308155220244047000&selOrigem=TRF&chkMostrarBaixados=1
50308323520174047000,5030832-35.2017.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-06-19,2025-04-25T00:52:34.506Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50308323520174047000&selOrigem=TRF&chkMostrarBaixados=1
50308838020164047000,5030883-80.2016.4.04.7000,421,Embargos Infringentes e de Nulidade,Vice-Presidência,2017-06-21,2025-06-03T19:30:22.018Z,236,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50308838020164047000&selOrigem=TRF&chkMostrarBaixados=1
50310398720244047000,5031039-87.2024.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-03-16,2026-09-11T04:19:43.014000Z,16,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50310398720244047000&selOrigem=TRF&chkMostrarBaixados=1
50313761820204047000,5031376-18.2020.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-12-21,2024-09-23T19:40:05.532Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50313761820204047000&selOrigem=TRF&chkMostrarBaixados=1
50315941720184047000,5031594-17.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-08-18,2024-09-19T18:00:12.191Z,35,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50315941720184047000&selOrigem=TRF&chkMostrarBaixados=1
50317198220184047000,5031719-82.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-11-12,2025-06-14T23:30:43.700Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50317198220184047000&selOrigem=TRF&chkMostrarBaixados=1
50317236620114047000,5031723-66.2011.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2014-07-07,2021-07-24T02:52:19.016000Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50317236620114047000&selOrigem=TRF&chkMostrarBaixados=1
50318872620144047000,5031887-26.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2016-01-14,2025-06-15T08:20:32.891Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50318872620144047000&selOrigem=TRF&chkMostrarBaixados=1
50318979420194047000,5031897-94.2019.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-03-18,2026-09-11T03:50:57.800000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50318979420194047000&selOrigem=TRF&chkMostrarBaixados=1
50319259620184047000,5031925-96.2018.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2019-04-30,2025-08-02T15:53:10.058Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50319259620184047000&selOrigem=TRF&chkMostrarBaixados=1
50319536420184047000,5031953-64.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2023-02-27,2025-01-12T15:30:21.980Z,50,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50319536420184047000&selOrigem=TRF&chkMostrarBaixados=1
50321609220204047000,5032160-92.2020.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-07-27,2026-09-10T15:05:44.300000Z,16,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50321609220204047000&selOrigem=TRF&chkMostrarBaixados=1
50322052320254047000,5032205-23.2025.4.04.7000,417,Apelação Criminal,GAB 81 Des Federal LORACI FLORES DE LIMA,2026-08-17,2026-09-12T12:25:22.937000Z,17,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50322052320254047000&selOrigem=TRF&chkMostrarBaixados=1
50322129320174047000,5032212-93.2017.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-04-08,2024-09-23T15:50:02.520Z,166,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50322129320174047000&selOrigem=TRF&chkMostrarBaixados=1
50322146320174047000,5032214-63.2017.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-12-01,2024-08-30T01:55:25.841Z,32,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50322146320174047000&selOrigem=TRF&chkMostrarBaixados=1
50327867220244047000,5032786-72.2024.4.04.7000,417,Apelação Criminal,GAB 73 Des Federal LUIZ CARLOS CANALLI,2026-02-05,2026-08-02T13:53:17.533000Z,47,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50327867220244047000&selOrigem=TRF&chkMostrarBaixados=1
50328290920244047000,5032829-09.2024.4.04.7000,426,Recurso em Sentido Estrito,GAB. 82 (Des. Federal MARCELO MALUCELLI),2025-07-01,2025-09-14T08:10:46.874Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50328290920244047000&selOrigem=TRF&chkMostrarBaixados=1
